input,output
祖师说：“你的身体很粗糙，像只吃松果的猢狢。我给你取个姓氏，取自身上的特征。‘猢’字去掉兽旁，变成‘古’。‘古’代表古老，‘月’代表阴柔。古老不能生育，所以取姓‘狲’比较好。‘狲’去掉兽旁，就是‘子’。‘子’是男孩子，‘系’是幼小的。适合孩子的本名。姓‘孙’吧。”,祖师笑道：“你身躯虽是鄙陋，却像个食松果的猢狲。我与你就身上取个姓氏，意思教你姓‘猢’。猢字去了个兽傍，乃是古月。古者，老也；月者，阴也。老阴不能化育，教你姓‘狲’倒好。狲字去了兽傍，乃是个子系。子者，儿男也；系者，婴细也。正合婴儿之本论。教你姓‘孙’罢。”
在这个十五元宵之夜，众僧说道：“师父，昨晚我们只是在荒山和关厢看灯。今晚正是节日，我们是否应该进城看看金灯呢？”,此夜正是十五元宵，众僧道：“老师父，我们前晚只在荒山与关厢看灯。今晚正节，进城里看看金灯如何？”
樵夫看到行者陷入沉思，感慨不已，然后笑着说：“长老，你是出家人，为何还要忧心烦恼？”,”樵子见行者沉思默虑，嗟叹不已，便笑道：“长老，你出家人，有何忧疑？
太宗让他睡觉，不叫醒他，不久魏征醒来，说：“我该死！我该死！我刚才睡着了，不知道发生了什么，请陛下原谅我慢待君主。”,太宗任他睡着，更不呼唤，不多时，魏征醒来，俯伏在地道：“臣该万死！臣该万死！却才晕困，不知所为，望陛下赦臣慢君之罪。”
无毗卢尸佛。,南无毗卢尸佛。
玉帝听到这个消息非常高兴，立即下令：“风部、云部、雨部，听从命令，立刻前往下方，在凤仙郡边界，就在今天这个时候，响雷布云，下一场三尺四十二英寸的雨。”,玉帝闻言大喜，即传旨：“着风部、云部、雨部，各遵号令，去下方，按凤仙郡界，即于今日今时，声雷布云，降雨三尺零四十二点。”
三藏见到马很高兴地问：“徒儿，这马怎么看起来比之前更肥了呢？是在哪里找到的？”,三藏一见大喜道：“徒弟，这马怎么比前反肥盛了些？在何处寻着的？”
呆子躺在草丛中，头埋在草里入睡，一觉醒来时感觉朦胧朦胧，毫不知疲倦地便起身继续前行，对于那些走路劳累的人来说，倒头就睡，鼾声如雷。,呆子就把头拱在草里睡下，当时也只说朦胧朦胧就起来，岂知走路辛苦的人，丢倒头，只管齁齁睡起。
拿着棍子，毫不犹豫地挥出去，狠狠地击打过去。,轮着棍，劈头就打。
尽管只是几个转身，丢几样花招，却感到有些吃力，走一段路就气喘吁吁，无法持久；他的武器每次都在变化，进退攻防，随心所欲，变化自然，普通人又怎么可能赶得上呢？,虽然打几个转身，丢几般解数，终是有些着力，走一路，便喘气嘘嘘，不能耐久；盖他那兵器都有变化，其进退攻扬，随消随长，皆有变化自然之妙，此等终是凡夫，岂能以遽及也？
伸开右手，看起来像一个荷叶一样大小。,伸开右手，却似个荷叶大小。
群妖大小各异，它们个个狼吞虎咽，正在享受着美餐。,只见那大小群妖，一个个狼餐虎咽，正都吃东西哩。
在我大声呼喊的时候，七名蜘蛛精迅速奔出，吐出丝绳将我束缚住。我立刻施展法力挣脱了束缚。,正嚷时，那七个蜘蛛精跑出来吐放丝绳，将我捆住，是我使法力走脱。
龙王说：“我虽然是负责降雨的，但不敢独自决定，必须得到玉帝的指示，告诉要在哪里下多少厘米，什么时候开始下，还需要三官帮忙记录，太乙神帮忙传递文书，让雷公电母知道，风伯云童也知道，龙如果没有云就无法行动。”,”龙王道：“我虽司雨，不敢擅专，须得玉帝旨意，吩咐在那地方，要几尺几寸，甚么时辰起住，还要三官举笔，太乙移文，会令了雷公电母，风伯云童俗语云，龙无云而不行哩。
送走了十殿阴君，谢了地藏，回到翠云宫，鬼使闭住了幽冥关隘，不再提起。,那十殿阴君送出，谢了地藏，回上翠云宫，着鬼使闭了幽冥关隘不题。
菩萨说：“没必要送，可能会耽误你师父的生命。”,菩萨道：“你不消送，恐怕误了你师父性命。”
行者说：“难道他知道了？给他点双掭灯！”,行者道：“莫是他晓得了？与他个双掭灯！”
三藏师徒打开心网，挣脱情感束缚，踏上西行之路。,话表三藏师徒们打开欲网，跳出情牢，放马西行。
菩萨心中默念真言，突然同时喊着疼痛，都抱着头在地上打滚，不停喊着：“不要念！不要念！”,菩萨暗念真言，两个一齐喊疼，都抱着头，地下打滚，只叫：“莫念！莫念！”
告别了大仙，我漫步在半云半雾之间，回忆着旅程的点点滴滴。,遂辞了大仙，半云半雾，约记程途。
你和我有什么亲情呢？,我与你有甚亲情？
木叉道：“我师将来，先派我来告知你尽早跟随唐僧成为他的徒弟。要求你将挂在脖子上的骷髅与这个葫芦结合起来，按照九宫的阵法制成一艘法船，帮助他穿越这片弱水。”,木叉道：“我师未来，先差我来吩咐你早跟唐僧做个徒弟。叫把你项下挂的骷髅与这个葫芦，按九宫结做一只法船，渡他过此弱水。”
手指毫毛问道：“那轿子里的人是谁？”,毫毛用手指道：“那轿内的不是？”
那瓶是阴阳二气的宝物，里面有七宝八卦和二十四气，需要三十六人才能抬起，按照天罡的数量。,那瓶乃阴阳二气之宝，内有七宝八卦、二十四气，要三十六人，按天罡之数，才抬得动。
在玉皇的盛大宴会上，群仙依次排列，按照品级次序入座。,玉皇设宴会群仙，各分品级排班列。
在轻轻摆动的瞬间，彩云飘生，如闪电般明亮飞腾。,轻轻举动彩云生，亮亮飞腾如闪电。
学习了全面的武艺，掌握了灵台方寸祖的奥秘。,身拜灵台方寸祖，学成武艺甚全周。
国王听到消息后，立即离开宫殿，与唐僧、沙僧一起迎接并感谢他们的神功，然后命令摆设宴席以示感谢。,那国王听说，连忙下殿，共唐僧，沙僧，迎着称谢神功不尽，随命排筵谢恩。
行者思考着说：“师父亲说的没错，让沙僧保护你，让八戒和我一起去吧。”,”行者沉吟道：“师言最当，着沙僧保护你，着八戒跟我去罢。
行者笑着说：“别担心！这个虎口洞的妖精昨天战败后，向东南方向去找了个名叫九灵元圣的帮手。我和兄弟们出去一趟，告诉守城的人关闭四门，你们负责守城。”,行者笑道：“都放心！都放心！这是虎口洞妖精，昨日败阵，往东南方去伙了那甚么九灵元圣儿来也。等我同兄弟们出去，吩咐教关了四门，汝等点人夫看守城池。”
"""谁在这里坐在你的旁边？""",问：“座边有谁在此？”
群妖一拥而上，挥舞着刀剑乱砍。,众妖一齐上前乱砍。
在月夜下入睡，身处于茅屋中，感到安全稳定；头顶着昏暗的天色，覆盖着轻盈的箬蓑。,月夜身眠茅屋稳，天昏体盖箬蓑轻。
他与其他三位朝臣一起，无需等待宣召，就直接走进了殿堂。,他三人与众来朝，不待宣召，直至殿下。
在碧云宫中闪烁着金色的光芒，紫雾中弥漫着祥瑞的瑞霭。,碧云宫里放金光，紫雾丛中飘瑞霭。
南无功德华佛。,南无功德华佛。
大圣手持金箍棒，从容迎战。,这大圣持金箍棒，随手相迎。
三藏问：“怎么找到马？”,三藏道：“徒弟啊，却怎生寻得马着么？”
每年都要献上贡品，每个月都要点卯。,每年献贡，四时点卯。
从远处看，像是三座天堂般美丽，走近看，宛如蓬莱仙境般神奇。,远观一似三岛天堂，近看有如蓬莱胜境。
秋海棠胜过一切，腊梅树重新焕发生机，长出了新的枝条。,秋海棠，全然压倒；腊梅树，聊发新枝。
“菩萨嘱咐众人：“守住林地，我有事要离开一会儿。”,”菩萨吩咐大众：“看守林中，我去去来。
沙僧听到这话说道：“哥哥为何不早说呢？你看着马和行李，我去水里找找看。”,沙僧闻言道：“哥哥何不早说，你看着马与行李，等我下水找寻去来。”
大圣纵身而起，驾着云雾飞向天空，殿前的官员们纷纷仰望苍穹，虔诚礼拜。,这大圣纵筋斗云，飞空而去，那殿前多官，一个个望空礼拜不题。
行者放下说道：“这件衣服是妖精穿的。”,”行者放下道：“此是妖精穿的衣服。
三藏看到后，吓了一大跳，连忙从马上摔下来，生气地骂道：“这该死的猢狲吓死我了！快给我拿过来！快给我拿过来！”,三藏见了，大惊失色，慌得跌下马来，骂道：“这泼猢狲唬杀我也！快拿过！快拿过！”
在宁静中滋养心灵的动势，在阴柔中收敛气息，护卫着清新的内心。,阴静养荣思动动，阳收息卫爱清清。
那怪因为贪图美酒，完全没有仔细查看，便毫不犹豫地收下了。,那怪只因贪酒，那曾细看，就便收下。
妖怪说：“我从来没有说过坏话。”,”妖怪道：“我何尝骂你？
八戒称赞道：“这妖精的枪法真是厉害！不是山后的枪法，应该是缠丝枪，也不是马家枪，应该是软柄枪！”,八戒夸奖道：“这妖精好枪法！不是山后枪，乃是缠丝枪，也不是马家枪，却叫做个软柄枪！”
所有那个国家的君王和臣子都感到惊讶。,那一国君臣，皆惊讶不题。
行者说：“为了保护唐僧，在路上遇到了一件事，所以特地来见菩萨，请告知一声。”,行者道：“因保唐僧，路逢一事，特见菩萨，烦为通报。”
王子感到越来越害怕。,王子愈觉心惊。
悟空拿起记录簿，将所有猴属类生物，只要有名字的，全部勾选。,悟空拿过簿子，把猴属之类，但有名者，一概勾之。
从头顶的泥丸宫一直延伸到脚底的涌泉穴。,上至顶门泥丸宫，下至脚板涌泉穴。
开始！用力拉，别想拉出一点东西。行者笑说：“笨蛋！”,着手！”尽力气往外乱扯，莫想扯得动一毫。行者笑道：“呆子！
多官接到命令，立即准备齐全，准备宴请，国家实力强大，一切都在瞬间完成。,多官领旨，具简的具简，排宴的排宴，正是国家有倒山之力，霎时俱完。
最终将其放入一个小盒子中。,遂此收在一个小盒儿里。
他显然是个精灵，变化无常，而师父却只是个普通人，无法辨认他的真实身份。,分明他是个精灵，变化得这等，那师父却是个肉眼凡胎，不能相识。
太宗下令让许多官员：“请拿着真经中的几卷，和我一起去雁塔寺，让御弟谈谈经书。”,太宗即令多官：“把真经各虔捧几卷，同朕到雁塔寺，请御弟谈经去来。”
唐僧说：“我的头发很特别，没法和你一起出去！”,唐僧道：“我头光服异怎相陪！”
樵夫说：“没错。”,樵子道：“正是。”
行者紧紧抓住两个道士：“你们实在太不守规矩了！出家人怎么能不分是非呢！不要想逃走！跟我到天井看看，到底是谁在作妖。”,行者两只手扯住两个道：“你们忒不循理！出家人，怎么不分内外！站住！不要走！跟我去天井里，看看是个甚么妖精。”
